Price,Catergory,Model,Brand,Name,1,2,3,4
4050000,PSU - Nguồn máy tính,,Coolermaster,Coolermaster V850 80 Plus Gold (RS850-AFBAG1-EU),850,,,
245000,PSU - Nguồn máy tính,,COOLER PLUS,COOLER PLUS 500W,500,,,
265000,PSU - Nguồn máy tính,,COOLER PLUS,COOLER PLUS 520W,520,,,
265000,PSU - Nguồn máy tính,,COOLER PLUS,COOLER PLUS 550W( fan 8cm),550,,,
715000,PSU - Nguồn máy tính,,Coolermaster,Coolermaster Elite 400W (RS400-PSARI3-BU)t,400,,,
790000,PSU - Nguồn máy tính,,Coolermaster,Coolermaster Elite 460W (RS460-PSARI3),460,,,
890000,PSU - Nguồn máy tính,,Coolermaster,Coolermaster Elite V2 500W (RS500-PCARN1-EU),500,,,
980000,PSU - Nguồn máy tính,,Coolermaster,Coolermaster Elite V2 550W RS550-PSARI3,550,,,
0,PSU - Nguồn máy tính,,Coolermaster,Coolermaster Extreme II 625W (RS-625-PCAR),625,,,
0,PSU - Nguồn máy tính,,Coolermaster,Coolermaster Vanguard Platinum 1200W (RSC00-AFBAG1-EU),1200,,,
10900000,PSU - Nguồn máy tính,,Corsair,Corsair AX1500i,500,,,
2490000,PSU - Nguồn máy tính,,Corsair,Corsair CS750M - 80 PLUS Gold PSU Modular ,750,,,
4400000,PSU - Nguồn máy tính,,Corsair,Corsair RM1000 - 80 PLUS Gold PSU Modular,1000,,,
3990000,PSU - Nguồn máy tính,,Corsair,Corsair RM850 - 80 PLUS Gold PSU Modular ,850,,,
830000,PSU - Nguồn máy tính,,Corsair,Corsair VS 400W 80 Plus White,400,,,
789000,PSU - Nguồn máy tính,,Corsair,Corsair VS450,450,,,
990000,PSU - Nguồn máy tính,,Corsair,Corsair VS550,550,,,
1380000,PSU - Nguồn máy tính,,Corsair,Corsair VS650,650,,,
0,PSU - Nguồn máy tính,,FSP,FSP Aurum CM 750W 80Plus Gold,750,,,
970000,PSU - Nguồn máy tính,,FSP,FSP HEXA 500W - Active PFC,500,,,
0,PSU - Nguồn máy tính,,FSP,FSP RAIDER 550W - Active PFC,550,,,
1750000,PSU - Nguồn máy tính,,FSP,FSP RAIDER 650W - Active PFC ,650,,,
1890000,PSU - Nguồn máy tính,,FSP,FSP RAIDER 750W - Active PFC,750,,,
580000,PSU - Nguồn máy tính,,FSP,FSP SAGA 400W,400,,,
720000,PSU - Nguồn máy tính,,FSP,FSP SAGA 450W - Active PFC,450,,,
920000,PSU - Nguồn máy tính,,FSP,FSP SAGA 550W,550,,,
810000,PSU - Nguồn máy tính,,FSP,FSP SAGA – 500W,500,,,
1350000,PSU - Nguồn máy tính,,FSP,FSP SAGA – 650W,650,,,
1530000,PSU - Nguồn máy tính,,FSP,FSP SAGA – 750W,750,,,
1498000,PSU - Nguồn máy tính,,Gigabyte,Gigabyte GreenMax 550W,550,,,
2738000,PSU - Nguồn máy tính,,Gigabyte,Gigabyte ODIN Pro 800W,800,,,
0,PSU - Nguồn máy tính,,Gigabyte,Gigabyte PoweRock 420,420,,,
638000,PSU - Nguồn máy tính,,Gigabyte,Gigabyte PoweRock EX 400W,400,,,
770000,PSU - Nguồn máy tính,,Gigabyte,Gigabyte PoweRock KX 470W,470,,,
469000,PSU - Nguồn máy tính,,Gigabyte,Gigabyte PoweRock Thor 350w,350,,,
280000,PSU - Nguồn máy tính,,Goldencom,Goldencom 480w,480,,,
350000,PSU - Nguồn máy tính,,Goldencom,Goldencom 500W FAN 12 ,500,,,
380000,PSU - Nguồn máy tính,,Goldencom,Goldencom MICRO 480W,480,,,
319000,PSU - Nguồn máy tính,,Huntkey,Huntkey 250W (Fan8cm),250,,,
359000,PSU - Nguồn máy tính,,Huntkey,Huntkey 300W fan 12 ( HK300-51AP ),300,,,
420000,PSU - Nguồn máy tính,,Huntkey,Huntkey 325w – fan 12 (CP325HP),325,,,
390000,PSU - Nguồn máy tính,,Huntkey,Huntkey 325w – fan 8 (CP325P),325,,,
610000,PSU - Nguồn máy tính,,Huntkey,Huntkey Balance King 3500 (retail box),350,,,
395000,PSU - Nguồn máy tính,,Huntkey,Huntkey CP-350 Fan 8cm,350,,,
425000,PSU - Nguồn máy tính,,Huntkey,Huntkey CP-350H Fan 12cm,350,,,
510000,PSU - Nguồn máy tính,,Huntkey,Huntkey CP-400H (Fan 12cm),400,,,
620000,PSU - Nguồn máy tính,,Huntkey,Huntkey CP-450H Fan 12 cm,450,,,
950000,PSU - Nguồn máy tính,,Huntkey,Huntkey GAMER STAR 550 - GS550 (A.PFC- Fan 12cm),550,,,
850000,PSU - Nguồn máy tính,,Huntkey,Huntkey Green Power 500W LW6500HG,500,,,
820000,PSU - Nguồn máy tính,,Huntkey,Huntkey Green Power 550 - LW6550HG (BOX- Fan 12cm),550,,,
0,PSU - Nguồn máy tính,,Huntkey,Huntkey HK-400-52GP Fan 8cm,400,,,
920000,PSU - Nguồn máy tính,,Huntkey,Huntkey HK500-52APActive PFC (retail box),500,,,
1120000,PSU - Nguồn máy tính,,Huntkey,Huntkey HK600-53AP Active PFC (retail box),600,,,
1375000,PSU - Nguồn máy tính,,Huntkey,Huntkey HK700-52PP Active PFC (retail box),700,,,
1050000,PSU - Nguồn máy tính,,Huntkey,Huntkey Jumper 450B 80Plus Bronze (retail box),450,,,
6250000,PSU - Nguồn máy tính,,Huntkey,Huntkey X7 1200 80Plus Silver (retail box),1200,,,
2920000,PSU - Nguồn máy tính,,Huntkey,Huntkey X7 900 80Plus Silver (retail box),900,,,
250000,PSU - Nguồn máy tính,,ORIENT,ORIENT 450W,450,,,
290000,PSU - Nguồn máy tính,,ORIENT,ORIENT 480W,480,,,
390000,PSU - Nguồn máy tính,,ORIENT,ORIENT 500W,500,,,
490000,PSU - Nguồn máy tính,,ORIENT,ORIENT 650W,650,,,
2859000,PSU - Nguồn máy tính,,RAIDMAX,Raidmax RX-1000AE-B,1000,,,
3719000,PSU - Nguồn máy tính,,RAIDMAX,Raidmax RX-1200AE-B,1200,,,
419000,PSU - Nguồn máy tính,,RAIDMAX,Raidmax RX-300XT,300,,,
579000,PSU - Nguồn máy tính,,RAIDMAX,Raidmax RX-400XT,400,,,
979000,PSU - Nguồn máy tính,,RAIDMAX,Raidmax RX-500AF-B,500,,,
1839000,PSU - Nguồn máy tính,,RAIDMAX,Raidmax RX-600AE-B,600,,,
1219000,PSU - Nguồn máy tính,,RAIDMAX,Raidmax RX-600AF-B ,600,,,
2529000,PSU - Nguồn máy tính,,RAIDMAX,Raidmax RX-850AE-B ,850,,,
4690000,PSU - Nguồn máy tính,,Corsair,RMx Series RM1000x Gold Certified,1000,,,
3099000,PSU - Nguồn máy tính,,Corsair,RMx Series RM650x Gold Certified,650,,,
3950000,PSU - Nguồn máy tính,,Corsair,RMx Series RM850x Gold Certified,850,,,
2666000,PSU - Nguồn máy tính,,Seasonic,Seasonic G-650 (650RM) 80Plus Gold,650,,,
2900000,PSU - Nguồn máy tính,,Seasonic,Seasonic G-750 SSR-750RM 750W - 750w 80Plus Gold,750,,,
1800000,PSU - Nguồn máy tính,,Seasonic,Seasonic M12II 520w Evo Active PFC - 80Plus Bronze,520,,,
2100000,PSU - Nguồn máy tính,,Seasonic,Seasonic M12II 620w Evo Active PFC - 80Plus Bronze,620,,,
2600000,PSU - Nguồn máy tính,,Seasonic,Seasonic M12II 750 Evo Active PFC - 80Plus Bronze,750,,,
2950000,PSU - Nguồn máy tính,,Seasonic,Seasonic M12II 850 Evo Active PFC - 80Plus Bronze,850,,,
3666000,PSU - Nguồn máy tính,,Seasonic,Seasonic P-660 (660XP) 80Plus Platinum,660,,,
4166000,PSU - Nguồn máy tính,,Seasonic,Seasonic P-760 (760XP) 80Plus Platinum,760,,,
4888000,PSU - Nguồn máy tính,,Seasonic,Seasonic P-860 (860XP) 80Plus Platinum,860,,,
990000,PSU - Nguồn máy tính,,Seasonic,Seasonic S12II 430 - 430W - Active PFC - 80 Plus Bronze,430,,,
6266000,PSU - Nguồn máy tính,,Seasonic,Seasonic Snow Silent 1050 80Plus Platinum,1050,,,
4666000,PSU - Nguồn máy tính,,Seasonic,Seasonic Snow Silent 750 80Plus Platinum,750,,,
3100000,PSU - Nguồn máy tính,,Seasonic,Seasonic X660 Gold - 660W - Active PFC,660,,,
3390000,PSU - Nguồn máy tính,,Seasonic,Seasonic X750 Gold,750,,,
420000,PSU - Nguồn máy tính,,Segotep,Segotep C5-300W,300,,,
790000,PSU - Nguồn máy tính,,Segotep,Segotep F7-500W,500,,,
3950000,PSU - Nguồn máy tính,,Segotep,Segotep GP1100G,1100,,,
1490000,PSU - Nguồn máy tính,,Segotep,Segotep GP500G,500,,,
1790000,PSU - Nguồn máy tính,,Segotep,Segotep GP600G,600,,,
2650000,PSU - Nguồn máy tính,,Segotep,Segotep GP600P,600,,,
3190000,PSU - Nguồn máy tính,,Segotep,Segotep GP900G,900,,,
1150000,PSU - Nguồn máy tính,,Segotep,Segotep H9 Plus 520W,520,,,
480000,PSU - Nguồn máy tính,,Segotep,Segotep Q5-350W,350,,,
1350000,PSU - Nguồn máy tính,,Segotep,Segotep RP550 Plus,550,,,
650000,PSU - Nguồn máy tính,,Segotep,Segotep S7-400W,400,,,
550000,PSU - Nguồn máy tính,,Segotep,Segotep S7GT-400W,400,,,
720000,PSU - Nguồn máy tính,,Segotep,Segotep S7GT-450W,450,,,
1390000,PSU - Nguồn máy tính,,Segotep,Segotep SG-700ZXW,700,,,
550000,PSU - Nguồn máy tính,,Segotep,Segotep SG-M350,350,,,
299000,PSU - Nguồn máy tính,Segotep SP500,Segotep,Segotep SP500 ,500,,,
299000,PSU - Nguồn máy tính,Segotep SP500,Segotep,Segotep SP550,550,,,
4200000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake Evo_Blue 2.0 750W FAN led (EVO-750M),750,,,
4500000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake Evo_Blue 2.0 850W FAN led (EVO-850M),850,,,
640000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake Litepower 350W (LT-350CEU),350,,,
540000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake Litepower 350W (W0422EU),350,,,
750000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake Litepower 400W,400,,,
750000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake Litepower 430W (W0311RE),430,,,
720000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake Litepower 450W (W0423RE),450,,,
1150000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake Litepower 500W (LT-500),500,,,
1190000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake Litepower 500W A.PFC (LT-500P) ,500,,,
1390000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake Litepower 600W A.PFC (LT-600P),600,,,
1690000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake Litepower 700W A.PFC (LT-700P),700,,,
1500000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake SMART 530W (SP-530PCWEU),530,,,
1800000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake SMART 630W (SP-630P),630,,,
2150000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake SMART 730W (SP-730P),730,,,
2090000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake SMART MODULE 550W (SP-550M),550,,,
2550000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake SMART MODULE 650W (SP-650M),650,,,
2950000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake SMART MODULE 750W (SP-750M),750,,,
4350000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake ToughPower 1000W GOLD Modular,1000,,,
2200000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake ToughPower 650W GOLD,650,,,
2790000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake ToughPower 750W GOLD Modular (TP-750AH2NFG),750,,,
3250000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake Toughpower DPS G RGB 650W Gold ,650,,,
3750000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake Toughpower DPS G RGB 750W Gold ,750,,,
4250000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake Toughpower DPS G RGB 850W Gold ,850,,,
5600000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake ToughPower Grand 1050W(TPG-1050M),1050,,,
6250000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake ToughPower Grand 1200W(TPG-1200M),1200,,,
3400000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake ToughPower Grand 850W (TPG-850M),850,,,
2520000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake Toughpower TP - 750 Gold,750,,,
6250000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake ToughPower XT 1275W Platinum (TPX-1275M),1275,,,
6990000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake ToughPower XT 1375W Gold (TPX-1375M),375,,,
7550000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake ToughPower XT 1475W Gold (TPX-1475M),475,,,
0,PSU - Nguồn máy tính,,Thermaltake,Thermaltake TR2 450W A.PFC 80Plus Bronze (TR2-450P),450,,,
1400000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake TR2 500W A.PFC 80Plus Bronze (TR2-500P),500,,,
1650000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake TR2 600W A.PFC 80Plus Bronze (TR2-600P),600,,,
460000,PSU - Nguồn máy tính,,Vitra,Vitra Dragon Power 350W (VTA-DP350),350,,,
550000,PSU - Nguồn máy tính,,Vitra,Vitra Dragon Power 400W (VTA-DP400),400,,,
590000,PSU - Nguồn máy tính,,Vitra,Vitra Dragon Power 400W A.PFC (VTA-DP400-A),400,,,
1020000,PSU - Nguồn máy tính,,Xigmatek,Xigmatek Tauro 500W M EN5636,500,,,
1250000,PSU - Nguồn máy tính,,Xigmatek,Xigmatek Tauro 600W M EN5643,600,,,
1880000,PSU - Nguồn máy tính,,Xigmatek,Xigmatek Vector G650 CPA-0650GFV-U51,650,,,
2249000,PSU - Nguồn máy tính,,Xigmatek,Xigmatek Vector G750 CPA-0750GFV-U51,750,,,
3088000,PSU - Nguồn máy tính,,Xigmatek,Xigmatek Vector S1050 CPA-1050SEV-U51,1050,,,
1799000,PSU - Nguồn máy tính,,Xigmatek,Xigmatek Vector S750 CPA-0750SEV-U51,750,,,
480000,PSU - Nguồn máy tính,,Xigmatek,Xigmatek X-Calibre Series XCP-A300 EN6886,300,,,
615000,PSU - Nguồn máy tính,,Xigmatek,Xigmatek X-Calibre Series XCP-A400 EN5650,400,,,
850000,PSU - Nguồn máy tính,,Xigmatek,Xigmatek X-Calibre Series XCP-A500 EN5582,500,,,
690000,PSU - Nguồn máy tính,,Xigmatek,Xigmatek X-Calibre Series XCP-A500 EN5681,500,,,
990000,PSU - Nguồn máy tính,,Xigmatek,Xigmatek X-Calibre Series XCP-A600 EN5605,600,,,
4090000,PSU - Nguồn máy tính,,Seasonic,Seasonic X850 Gold - 850W - Active PFC,850,,,
2050000,PSU - Nguồn máy tính,,Thermaltake,Thermaltake SMART SE730W SPS-730MPCBEU,730,,,
1130000,PSU - Nguồn máy tính,,Xigmatek,Xigmatek Shogun SJ-B500 500W (EN7470),500,,,
