Price,Catergory,Brand,Name,Type,Code,GB,Watt
0,VGA,Gainward,Gainward GTX 980 Phantom 4GB GDDR5,NVIDIA,980,4,700
0,VGA,Gigabyte,Gigabyte GV 980WF3OC-4GD ( nVidia GTX 980 Chipset),NVIDIA,980,4,700
0,VGA,Zotac,ZOTAC Geforce GTX 980 Extreme Edi Tion 4GB DDR5 256bit,NVIDIA,980,4,700
0,VGA,Gigabyte,Gigabyte GV-980 G1 GAMING-4GD,NVIDIA,980,4,700
0,VGA,Zotac,ZOTAC GeForce GTX 980 Ti Arc TicStorm - Tản nhiệt nước,NVIDIA,980 Ti,6,800
0,VGA,Zotac,ZOTAC GeForce GTX 980 Ti Arc TicStorm - Tản nhiệt nước,NVIDIA,980 Ti,6,800
0,VGA,Gigabyte,Gigabyte GV-980 Ti XTREME-C-6GD GTX 980 Ti,NVIDIA,980 Ti,6,800
0,VGA,Gigabyte,Gigabyte GV-980 Ti XTREME-C-6GD,NVIDIA,980 Ti,6,800
0,VGA,Zotac,Zotac GeForce GTX TITAN AMP,NVIDIA,TITAN,6,800
0,VGA,Zotac,Zotac GeForce GTX TITAN AMP,NVIDIA,TITAN,6,800
0,VGA,Quadro,NVIDIA Quadro K2200 4GB GDDR5 128 Bit,Quadro,K2200,4,400
774000,VGA,Asus,ASUS EN210 SL -TC1GD3-L ,NVIDIA,210,1,300
774000,VGA,Asus,ASUS EN210 SL -TC1GD3-L ,NVIDIA,210,1,300
779000,VGA,SAPPHIRE,SAPPHIRE HD 5450 1GB DDR3 PCIE HDMI,AMD,5450,1,250
790000,VGA,Asus,ASUS EN210 SILENT /DI/1GD3 (LP),NVIDIA,210,1,300
790000,VGA,Asus,ASUS EN210 SILENT /DI/1GD3 (LP),NVIDIA,210,1,300
850000,VGA,Gigabyte,Gigabyte GV R545-1GI ,AMD,5450,1,250
850000,VGA,Gigabyte,Gigabyte GV R 5450 -1GI ,AMD,5450,1,250
850000,VGA,Asus,ASUS EAH5450 SILENT/DI/1GD3 ,AMD,5450,1,250
850000,VGA,Asus,ASUS EAH5450 SILENT/DI/1GD3 ,AMD,5450,1,250
850000,VGA,MSI,MSI N210-1GD3/LP,NVIDIA,210,1,300
850000,VGA,MSI,MSI N210-1GD3/LP,NVIDIA,210,1,300
860000,VGA,MSI,MSI R5450-MD1GD3H/LP,AMD,5450,1,250
860000,VGA,Zotac,ZOTAC GT710 1G DDR3 64bit,NVIDIA,710,1,300
860000,VGA,Zotac,ZOTAC GT710 1G DDR3 64bit,NVIDIA,710,1,300
920000,VGA,Asus,ASUS EN210-1GD3-L,NVIDIA,210,1,300
920000,VGA,Asus,ASUS EN210-1GD3-L,NVIDIA,210,1,300
970000,VGA,Gigabyte,Gigabyte GV N210D3-1GI,NVIDIA,210,1,300
970000,VGA,Gigabyte,Gigabyte GV N210D3-1GI,NVIDIA,210,1,300
980000,VGA,Gigabyte,Gigayte N710D3-1GL,NVIDIA,710,1,300
980000,VGA,Gigabyte,Gigayte N710D3-1GL,NVIDIA,710,1,300
1010000,VGA,Asus,ASUS EAH6450 SILENT/DI/1GD3,AMD,6450,1,250
1010000,VGA,Asus,ASUS EAH6450 SILENT/DI/1GD3,AMD,6450,1,250
1010000,VGA,Asus,ASUS GT610-1GD3-L,NVIDIA,610,1,300
1010000,VGA,Asus,ASUS GT610-SL-1GD3-L (64bits),NVIDIA,610,1,300
1010000,VGA,Asus,ASUS GT610-1GD3-L,NVIDIA,610,1,300
1010000,VGA,Asus,ASUS GT610-SL-1GD3-L (64bits),NVIDIA,610,1,300
1090000,VGA,Zotac,ZOTAC GT710 2G DDR3 64bit,NVIDIA,710,2,300
1090000,VGA,Zotac,ZOTAC GT710 2G DDR3 64bit,NVIDIA,710,2,300
1120000,VGA,Gigabyte,Gigabyte GV-N420-2GI,NVIDIA,420,2,300
1120000,VGA,Gigabyte,Gigabyte GV-N420-2GI,NVIDIA,420,2,300
1320000,VGA,Asus,ASUS GT610-SL-2GD3-L,NVIDIA,610,2,300
1320000,VGA,Asus,ASUS GT610-SL-2GD3-L,NVIDIA,610,2,300
1350000,VGA,SAPPHIRE,SAPPHIRE R7 240 2GB DDR3 WITH BOOST,AMD,R7 240,2,300
1390000,VGA,MSI,MSI R7730-1GD3/LP,AMD,7730,1,250
1420000,VGA,Asus,ASUS ENGT430 /DI/1GD3(LP),NVIDIA,430,1,400
1420000,VGA,Asus,ASUS ENGT430 /DI/1GD3(LP),NVIDIA,430,1,400
1490000,VGA,Asus,ASUS GT420-2GD3-DI,NVIDIA,420,2,300
1490000,VGA,Asus,ASUS GT420-2GD3-DI,NVIDIA,420,2,300
1490000,VGA,MSI,MSI N630-2GD3,NVIDIA,630,2,300
1490000,VGA,MSI,MSI N630-2GD3,NVIDIA,630,2,300
1490000,VGA,Zotac,ZOTAC GT730 2G DDR5 64bit Sysnergy Edi Tion,NVIDIA,730,2,300
1490000,VGA,Zotac,ZOTAC GT730 2G DDR5 64bit Sysnergy Edi Tion,NVIDIA,730,2,300
1550000,VGA,Asus,ASUS ENGT630-2GD3,NVIDIA,630,2,300
1550000,VGA,Asus,ASUS ENGT630-2GD3,NVIDIA,630,2,300
1550000,VGA,Gigabyte,Gigabyte GV-N730D5OC-1GI,NVIDIA,730,1,300
1550000,VGA,Asus,ASUS ENGT730-2GD3 (128bits),NVIDIA,730,2,300
1550000,VGA,Asus,ASUS ENGT730-2GD5 (64bits),NVIDIA,730,2,300
1550000,VGA,Asus,ASUS ENGT730-2GD3 (128bits),NVIDIA,730,2,300
1550000,VGA,Asus,ASUS ENGT730-2GD5 (64bits),NVIDIA,730,2,300
1560000,VGA,Asus,ASUS R7 240-2GD3-L (128bits),AMD,R7 240,2,300
1560000,VGA,Asus,ASUS R7 240-2GD3-L (128bits),AMD,R7 240,2,300
1574000,VGA,Zotac,ZOTAC GT730 1G DDR5 64bit Sysnergy Edi Tion,NVIDIA,730,1,300
1574000,VGA,Zotac,ZOTAC GT730 1G DDR5 64bit Sysnergy Edi Tion,NVIDIA,730,1,300
1590000,VGA,MSI,MSI R 7730-1GD5V1,AMD,7730,1,250
1590000,VGA,MSI,MSI R7730-1GD5V1,AMD,7730,1,250
1590000,VGA,MSI,MSI N730-2GD3,NVIDIA,730,2,300
1590000,VGA,MSI,MSI N730K-1GD5/OCV1,NVIDIA,730,1,300
1590000,VGA,MSI,MSI N730-2GD3,NVIDIA,730,2,300
1590000,VGA,MSI,MSI N730K-1GD5/OCV1,NVIDIA,730,1,300
1650000,VGA,Asus,ASUS ENGT630-SL-2GD3-L (64bits),NVIDIA,630,2,300
1650000,VGA,Asus,ASUS ENGT630-SL-2GD3-L (64bits),NVIDIA,630,2,300
1650000,VGA,MSI,MSI N730K-1GD5/OC,NVIDIA,730,1,300
1650000,VGA,MSI,MSI N730K-1GD5/OC,NVIDIA,730,1,300
1690000,VGA,MSI,MSI N730K-2GD5/OCV1,NVIDIA,730,2,300
1690000,VGA,Gigabyte,Gigabyte GV-N730D5-2GI,NVIDIA,730,2,300
1690000,VGA,MSI,MSI N730K-2GD5/OCV1,NVIDIA,730,2,300
1740000,VGA,MSI,MSI R 7730-2GD5,AMD,7730,2,250
1740000,VGA,MSI,MSI R7730-2GD5,AMD,7730,2,250
1750000,VGA,Asus,Asus ENGT630-2GD3-V2 (128bits),NVIDIA,630,2,300
1750000,VGA,Asus,Asus ENGT630-2GD3-V2 (128bits),NVIDIA,630,2,300
1750000,VGA,Zotac,ZOTAC GT730 2G DDR3 128bit Sysnergy Edi Tion,NVIDIA,730,2,300
1750000,VGA,Zotac,ZOTAC GT730 2G DDR3 128bit Sysnergy Edi Tion,NVIDIA,730,2,300
1790000,VGA,Gigabyte,Gigabyte GV-R7 240OC-2GI,AMD,R7 240,2,300
1790000,VGA,Gigabyte,Gigabyte GV-R7 240OC-2GI,AMD,R7 240,2,300
1810000,VGA,Asus,ASUS EAH6670 DC SL /DI/1GD3,AMD,6670,1,250
1810000,VGA,Asus,ASUS EAH6670 DC SL /DI/1GD3,AMD,6670,1,250
1820000,VGA,Asus,ASUS HD6670-2GD3,AMD,6670,2,250
1820000,VGA,Asus,ASUS HD6670-2GD3,AMD,6670,2,250
1854000,VGA,Gigabyte,Gigabyte GV-N730D3-2GI,NVIDIA,730,2,300
1888700,VGA,MSI,MSI R7 240 2GD3 OC,AMD,R7 240,2,300
1990000,VGA,MSI,MSI R7 250 1GD5 OC,AMD,R7 250,1,300
1990000,VGA,MSI,MSI R7 250 1GD5 OC,AMD,R7 250,1,300
1999000,VGA,Asus,ASUS ENGT630-4GD3,NVIDIA,630,4,300
1999000,VGA,Asus,ASUS ENGT630-4GD3,NVIDIA,630,4,300
2089000,VGA,Asus,ASUS EAH6670 /DIS/1GD5,AMD,6670,1,250
2089000,VGA,Asus,ASUS EAH6670 /DIS/1GD5,AMD,6670,1,250
2120000,VGA,Asus,ASUS ENGT640-1GD3-L,NVIDIA,640,1,400
2120000,VGA,Asus,ASUS ENGT640-1GD3-L,NVIDIA,640,1,400
2150000,VGA,Asus,ASUS ENGT630-1GD5,NVIDIA,630,1,300
2150000,VGA,Asus,ASUS ENGT630-1GD5,NVIDIA,630,1,300
2179000,VGA,SAPPHIRE,SAPPHIRE R7 250 1GB GDDR5 WITH BOOST,AMD,R7 250,1,300
2200000,VGA,Zotac,ZOTAC GTX 650 Ti Synergy Edi Tion 1GB DDR5 128bit,NVIDIA,650 Ti,1,400
2200000,VGA,Zotac,ZOTAC GTX 650 Ti Synergy Edi Tion 1GB DDR5 128bit,NVIDIA,650 Ti,1,400
2200000,VGA,Zotac,ZOTAC GT740 Synergy Edi Tion 1GB DDR5 128bit,NVIDIA,740,1,300
2200000,VGA,Zotac,ZOTAC GT740 Synergy Edi Tion 1GB DDR5 128bit,NVIDIA,740,1,300
2220000,VGA,Gigabyte,Gigabyte GV-R7 250 OC-2GI,AMD,R7 250,2,300
2255000,VGA,Gigabyte,Gigabyte GV-R7 250 O5-2GI ,AMD,R7 250,2,300
2255000,VGA,Gigabyte,Gigabyte GV-R7 250 O5-2GI ,AMD,R7 250,2,300
2290000,VGA,MSI,MSI N650 Ti-1GD5/OC V5,NVIDIA,650 Ti,1,400
2290000,VGA,MSI,MSI N650 Ti-1GD5/OC V5,NVIDIA,650 Ti,1,400
2290000,VGA,Gigabyte,Gigabyte GV-N740D3-2GI,NVIDIA,740,2,300
2290000,VGA,Gigabyte,Gigabyte GV-N740D3-2GI,NVIDIA,740,2,300
2299000,VGA,Zotac,ZOTAC GTX 650 Synergy Edi Tion 2GB DDR5 128bit,NVIDIA,650,2,400
2299000,VGA,Zotac,ZOTAC GTX 650 Synergy Edi Tion 2GB DDR5 128bit,NVIDIA,650,2,400
2310000,VGA,Asus,ASUS ENGT640-2GD3,NVIDIA,640,2,400
2310000,VGA,Asus,ASUS ENGT640-2GD3,NVIDIA,640,2,400
2329000,VGA,SAPPHIRE,SAPPHIRE R7 240 4GB DDR3 WITH BOOST,AMD,R7 240,4,300
2349000,VGA,Gigabyte,Gigabyte GV R7 250 O5-2GI,AMD,R7 250,2,300
2349000,VGA,Gigabyte,Gigabyte GV R7 250O5-2GI,AMD,R7 250,2,300
2370000,VGA,Asus,ASUS R7 250-1GD5 (128bits),AMD,R7 250,1,300
2370000,VGA,Asus,ASUS R7 250-1GD5 (128bits),AMD,R7 250,1,300
2390000,VGA,Asus,ASUS HD7750-1GD5-V2,AMD,7750,1,250
2390000,VGA,Asus,ASUS HD7750-1GD5-V2,AMD,7750,1,250
2399000,VGA,MSI,MSI N650-1GD5/OCV1,NVIDIA,650,1,400
2440000,VGA,MSI,MSI N740-1GD5,NVIDIA,740,1,300
2440000,VGA,MSI,MSI N740-1GD5,NVIDIA,740,1,300
2490000,VGA,Gigabyte,Gigabyte GV R7 250XOC-1GD,AMD,R7 250X,1,300
2490000,VGA,Gigabyte,Gigabyte GV R7 250 XOC-1GD,AMD,R7 250,1,300
2490000,VGA,MSI,MSI R7 260 1GD5 OC,AMD,R7 260,1,300
2490000,VGA,MSI,MSI R7 260 1GD5 OC,AMD,R7 260,1,300
2490000,VGA,Asus,ASUS GT740-OC-2GD5 (128bits ),NVIDIA,740,2,300
2490000,VGA,Asus,ASUS GT740-OC-2GD5 (128bits ),NVIDIA,740,2,300
2550000,VGA,Asus,ASUS HD7750-T-1GD5,AMD,7750,1,250
2550000,VGA,Zotac,ZOTAC GTX 750 Ti 2GB DDR5 128 bit,NVIDIA,750 Ti,2,450
2550000,VGA,Zotac,ZOTAC GTX 750 Ti 2GB DDR5 128 bit,NVIDIA,750 Ti,2,450
2590000,VGA,Gigabyte,Gigabyte GV-N740D5OC-1GI,NVIDIA,740,1,300
2620000,VGA,MSI,MSI N740-2GD5,NVIDIA,740,2,300
2620000,VGA,MSI,MSI N740-2GD5,NVIDIA,740,2,300
2620000,VGA,MSI,MSI N750 1GD5/OCV1,NVIDIA,750,1,450
2620000,VGA,MSI,MSI N750 1GD5/OCV1,NVIDIA,750,1,450
2680000,VGA,Zotac,ZOTAC GTX 750 1GB DDR5 128bit,NVIDIA,750,1,450
2680000,VGA,Zotac,ZOTAC GTX 750 1GB DDR5 128bit,NVIDIA,750,1,450
2690000,VGA,Zotac,ZOTAC GTX 750 Ti 1GB DDR5 128bit,NVIDIA,750 Ti,1,450
2690000,VGA,Zotac,ZOTAC GTX 750 Ti 1GB DDR5 128bit,NVIDIA,750 Ti,1,450
2710000,VGA,MSI,MSI Radeon RX 460 2GOC,AMD,RX 460,2,300
2710000,VGA,MSI,MSI Radeon RX 460 2GOC,AMD,RX 460,2,300
2730000,VGA,Asus,ASUS R7 250X-1GD5 (128 bits),AMD,R7 250X,1,300
2730000,VGA,Asus,ASUS R7 250X-1GD5 (128 bits),AMD,R7 250X,1,300
2750000,VGA,Asus,ASUS GTX 650-E-1GD5 (128bits),NVIDIA,650,1,400
2750000,VGA,Asus,ASUS GTX 650-E-1GD5 (128bits),NVIDIA,650,1,400
2750000,VGA,Gigabyte,Gigabyte GV-N740D5OC-2GI,NVIDIA,740,2,300
2799000,VGA,Gigabyte,Gigabyte GV R7 250XOC-2GI,AMD,R7 250X,2,300
2799000,VGA,Gigabyte,Gigabyte GV R7 250 XOC-2GI,AMD,R7 250,2,300
2850000,VGA,Asus,ASUS GTX 650-DC-1GD5,NVIDIA,650,1,400
2850000,VGA,Asus,ASUS GTX 650-DC-1GD5,NVIDIA,650,1,400
2900000,VGA,Zotac,ZOTAC GTX 750 2GB DDR5 128bit,NVIDIA,750,2,450
2900000,VGA,Zotac,ZOTAC GTX 750 2GB DDR5 128bit,NVIDIA,750,2,450
2900000,VGA,MSI,MSI MSI N750 Ti 1GD5/OC V1,NVIDIA,750 Ti,1,450
2900000,VGA,MSI,MSI MSI N750 Ti 1GD5/OC V1,NVIDIA,750 Ti,1,450
2950000,VGA,Asus,ASUS R7 260 X-DC2OC-1GD5 (128bits ),AMD,R7 260,1,300
2950000,VGA,Asus,ASUS R7 260X-DC2OC-1GD5 (128bits ),AMD,R7 260X,1,300
2950000,VGA,Asus,ASUS GTX 750 Ti-OC-2GD5 (128 bits ),NVIDIA,750 Ti,2,450
2950000,VGA,Asus,ASUS GTX 750 Ti-OC-2GD5 (128 bits ),NVIDIA,750 Ti,2,450
2970000,VGA,MSI,MSI R7 360 2GD5 2GB GDDR5 OC,AMD,R7 360,2,300
2970000,VGA,MSI,MSI R7 360 2GD5 2GB GDDR5 OC,AMD,R7 360,2,300
2990000,VGA,Asus,ASUS HD7770-1GD5(128bits) ,AMD,7770,1,250
2990000,VGA,Asus,ASUS HD7770-1GD5(128bits) ,AMD,7770,1,250
2990000,VGA,MSI,MSI R7 260 X 2GD5 OC,AMD,R7 260,2,300
2990000,VGA,MSI,MSI R7 260 X 2GD5 OC,AMD,R7 260,2,300
2990000,VGA,Asus,Asus R7 260 X-DC2OC-2GD5,AMD,R7 260,2,300
2990000,VGA,Asus,Asus R7 260X-DC2OC-2GD5,AMD,R7 260X,2,300
2990000,VGA,MSI,MSI N750-2GD5/OCV1,NVIDIA,750,2,450
2990000,VGA,MSI,MSI N750-2GD5/OCV1,NVIDIA,750,2,450
2999000,VGA,Gigabyte,Gigabyte GV-R7 26XOC-1GD,AMD,R7 26X,1,300
2999000,VGA,Gigabyte,Gigabyte GV-R7 26XOC-1GD,AMD,R7 26X,1,300
3050000,VGA,Gigabyte,Gigabyte GV-N750OC-1GI,NVIDIA,750,1,450
3050000,VGA,Gigabyte,Gigabyte GV N750 TiD5-2GI,NVIDIA,750 Ti,2,450
3050000,VGA,Gigabyte,Gigabyte GV N750 TiD5-2GI,NVIDIA,750 Ti,2,450
3090000,VGA,MSI,MSI N750 Ti 2GD5/OCV1,NVIDIA,750 Ti,2,450
3090000,VGA,MSI,MSI N750 Ti 2GD5/OCV1,NVIDIA,750 Ti,2,450
3130000,VGA,Asus,ASUS HD7770-DC-1GD5-V2,AMD,7770,1,250
3130000,VGA,Asus,ASUS HD7770-DC-1GD5-V2,AMD,7770,1,250
3130000,VGA,Asus,ASUS STRIX GTX 750 Ti-OC-2GD5 GAMING (128bits) ,NVIDIA,750 Ti,2,450
3130000,VGA,Asus,ASUS STRIX GTX 750 Ti-OC-2GD5 GAMING (128bits) ,NVIDIA,750 Ti,2,450
3190000,VGA,Asus,ASUS R7360-OC-2GD5(128 bits),AMD,7360,2,250
3190000,VGA,Asus,ASUS R7 360-OC-2GD5(128 bits),AMD,R7 360,2,300
3190000,VGA,Gigabyte,Gigabyte Radeon RX 460 WINDFORCE OC 2G (GV-RX 460WF2OC-2GD),AMD,RX 460,2,300
3190000,VGA,Gigabyte,Gigabyte Radeon RX 460 WINDFORCE OC 2G (GV-RX 460WF2OC-2GD),AMD,RX 460,2,300
3250000,VGA,Gigabyte,Gigabyte GV-N750 TiOC2-2GI,NVIDIA,750 Ti,2,450
3259000,VGA,SAPPHIRE,SAPPHIRE R7 260 X 2GB GDDR5 OC,AMD,R7 260,2,300
3290000,VGA,Asus,ASUS GTX 750-PHOC-1GD5(128bits),NVIDIA,750,1,450
3290000,VGA,Asus,ASUS GTX 750-PHOC-1GD5(128bits),NVIDIA,750,1,450
3300000,VGA,Gigabyte,Gigabyte GV-R7 26XWF2-2GD,AMD,R7 26X,2,300
3350000,VGA,Asus,ASUS R7 260 X-OC-2GD5,AMD,R7 260,2,300
3350000,VGA,Asus,ASUS R7 260X-OC-2GD5,AMD,R7 260X,2,300
3390000,VGA,MSI,MSI GEFORCE GTX 1050 2GT OC,NVIDIA,1050,2,400
3390000,VGA,MSI,MSI GEFORCE GTX 1050 2GT OC,NVIDIA,1050,2,400
3390000,VGA,Asus,ASUS GTX 750-PHOC -2GD5(128bits),NVIDIA,750,2,450
3390000,VGA,Asus,ASUS GTX 750-PHOC -2GD5(128bits),NVIDIA,750,2,450
3399000,VGA,Gigabyte,Gigabyte GV R7 260XOC-2GD,AMD,R7 260X,2,300
3399000,VGA,Gigabyte,Gigabyte GV R7 26XOC-2GD,AMD,R7 26X,2,300
3499000,VGA,MSI,MSI N750 TF 1GD5/OC,NVIDIA,750,1,450
3590000,VGA,Asus,Asus Dual RX 460 OC 2GB,AMD,RX 460,2,300
3590000,VGA,Asus,Asus Dual RX 460 OC 2GB,AMD,RX 460,2,300
3590000,VGA,Gigabyte,Gigabyte GeForce GTX 1050 D5 2G (GV-N1050D5-2GD),NVIDIA,1050,2,400
3590000,VGA,Gigabyte,Gigabyte GeForce GTX 1050 D5 2G (GV-N1050D5-2GD),NVIDIA,1050,2,400
3590000,VGA,Quadro,NVIDIA Quadro 410 512MB GDDR3 64Bit,Quadro,410,0.5,400
3590000,VGA,Quadro,NVIDIA Quadro 410,Quadro,410,0.5,400
3600000,VGA,Asus,ASUS HD7790-DC2OC-1GD5,AMD,7790,1,250
3600000,VGA,Asus,ASUS HD7790-DC2OC-1GD5,AMD,7790,1,250
3650000,VGA,Gigabyte,Gigabyte RX 460 WINDFORCE OC 4G (GV-RX 460WF2OC-4GD),AMD,RX 460,4,300
3650000,VGA,Gigabyte,Gigabyte RX 460 WINDFORCE OC 4G (GV-RX 460WF2OC-4GD),AMD,RX 460,4,300
3650000,VGA,Zotac,ZOTAC GTX 950 2GB Low Power,NVIDIA,950,2,400
3650000,VGA,Zotac,ZOTAC GTX 950 2GB Low Power,NVIDIA,950,2,400
3650000,VGA,Quadro,NVIDIA Quadro K420 1GB GDDR3 128Bit,Quadro,K420,1,400
3745000,VGA,MSI,MSI N750 Ti TF 2GD5/OC,NVIDIA,750 Ti,2,450
3745000,VGA,MSI,MSI N750 Ti TF 2GD5/OC,NVIDIA,750 Ti,2,450
3750000,VGA,Gigabyte,Gigabyte GV-950D5-2GD GTX 950 không dùng nguồn phụ,NVIDIA,950,2,400
3799000,VGA,Asus,ASUS STRIX RX 460-O4G GAMING (128 bits),AMD,RX 460,4,300
3799000,VGA,Asus,ASUS STRIX RX 460-O4G GAMING (128 bits),AMD,RX 460,4,300
3799000,VGA,MSI,MSI GTX 950 2GD5 OCV2 Low power,NVIDIA,950,2,400
3799000,VGA,MSI,MSI GTX 950 2GD5 OCV2 Low power,NVIDIA,950,2,400
3890000,VGA,Gigabyte,Gigabyte GV-950 OC-2GD,NVIDIA,950,2,400
3910000,VGA,Gigabyte,Gigabyte GV-N750 TiOC-2GI,NVIDIA,750 Ti,2,450
3980000,VGA,MSI,MSI R7 370 2GD5T 2GB GDDR5 256Bit OC,AMD,R7 370,2,300
3980000,VGA,MSI,MSI R7 370 2GD5T 2GB GDDR5 256Bit OC,AMD,R7 370,2,300
3990000,VGA,Asus,ASUS STRIX R7 370-DC2OC-2GD5-GAMING-SAP(256 bits),AMD,R7 370,2,300
3990000,VGA,Asus,ASUS STRIX R7 370-DC2OC-2GD5-GAMING-SAP(256 bits),AMD,R7 370,2,300
3990000,VGA,MSI,MSI R9 270 Gaming 2G,AMD,R9 270,2,300
3990000,VGA,MSI,MSI R9 270 Gaming 2G,AMD,R9 270,2,300
3990000,VGA,Gigabyte,Gigabyte GeForce GTX 1050 OC 2G (GV-N1050OC-2GD),NVIDIA,1050,2,400
3990000,VGA,Gigabyte,Gigabyte GeForce GTX 1050 OC 2G (GV-N1050OC-2GD),NVIDIA,1050,2,400
3990000,VGA,Gigabyte,Gigabyte GV-N750 TiWF2OC-4GI,NVIDIA,750 Ti,4,450
3990000,VGA,MSI,MSI GTX 950 2GD5T OC 2GB GDDR5,NVIDIA,950,2,400
3990000,VGA,MSI,MSI GTX 950 2GD5T OC 2GB GDDR5,NVIDIA,950,2,400
4050000,VGA,MSI,MSI GTX 1050 GAMING X 2G,NVIDIA,1050,2,400
4050000,VGA,MSI,MSI GTX 1050 GAMING X 2G,NVIDIA,1050,2,400
4087000,VGA,Zotac,ZOTAC GTX 660 2GB GDDR5 192 bit,NVIDIA,660,2,450
4087000,VGA,Zotac,ZOTAC GTX 660 2GB GDDR5 192 bit,NVIDIA,660,2,450
4090000,VGA,Gigabyte,Gigabyte GeForce GTX 1050 Windforce OC 2G (GV-N1050WF2OC-2GD),NVIDIA,1050,2,400
4090000,VGA,Gigabyte,Gigabyte GeForce GTX 1050 Windforce OC 2G (GV-N1050WF2OC-2GD),NVIDIA,1050,2,400
4090000,VGA,Asus,ASUS GTX 950-OC-2GD5,NVIDIA,950,2,400
4090000,VGA,Asus,ASUS GTX 950-OC-2GD5,NVIDIA,950,2,400
4129000,VGA,SAPPHIRE,SAPPHIRE DUAL-X R7 265 2GB GDDR5,AMD,R7 265,2,300
4150000,VGA,MSI,MSI GEFORCE GTX 1050 Ti 4GT OC,NVIDIA,1050 Ti,4,400
4150000,VGA,MSI,MSI GEFORCE GTX 1050 Ti 4GT OC,NVIDIA,1050 Ti,4,400
4150000,VGA,Zotac,ZOTAC GTX 950 2GB Single Fan,NVIDIA,950,2,400
4150000,VGA,Zotac,ZOTAC GTX 950 2GB Single Fan,NVIDIA,950,2,400
4150000,VGA,Gigabyte,Gigabyte GV-950 WF2OC-2GD,NVIDIA,950,2,400
4200000,VGA,Zotac,ZOTAC Geforce GTX 950 OC 2GB DDR5 128 bit - 2 Fan,NVIDIA,950,2,400
4200000,VGA,Zotac,ZOTAC Geforce GTX 950 OC 2GB DDR5 128 bit - 2 Fan,NVIDIA,950,2,400
4210000,VGA,MSI,MSI R7 370 GAMING 2G ,AMD,R7 370,2,300
4210000,VGA,MSI,MSI R7 370 GAMING 2G ,AMD,R7 370,2,300
4375000,VGA,Gigabyte,Gigabyte GV-R9 27OC-2GD,AMD,R9 27,2,300
4375000,VGA,Gigabyte,Gigabyte GV-R9 27OC-2GD,AMD,R9 27,2,300
4399000,VGA,Gigabyte,Gigabyte GV-R7 265WF2OC-2GD,AMD,R7 265,2,300
4490000,VGA,Gigabyte,Gigabyte GeForce GTX 1050 G1 Gaming 2GB (GV-N1050 G1 GAMING-2GD),NVIDIA,1050,2,400
4490000,VGA,Gigabyte,Gigabyte GeForce GTX 1050 G1 Gaming 2GB (GV-N1050 G1 GAMING-2GD),NVIDIA,1050,2,400
4590000,VGA,Asus,ASUS STRIX GTX 950-DC2OC-2GD5 Gaming,NVIDIA,950,2,400
4590000,VGA,Asus,ASUS STRIX GTX 950-DC2OC-2GD5 Gaming,NVIDIA,950,2,400
4650000,VGA,MSI,MSI GEFORCE GTX 1050 Ti GAMING X 4G,NVIDIA,1050 Ti,4,400
4650000,VGA,MSI,MSI GEFORCE GTX 1050 Ti GAMING X 4G,NVIDIA,1050 Ti,4,400
4650000,VGA,Gigabyte,Gigabyte GV-950 XTREME-2GD,NVIDIA,950,2,400
4650000,VGA,Quadro,NVIDIA Quadro K620 2GB GDDR3 128Bit,Quadro,K620,2,400
4680000,VGA,Zotac,ZOTAC GTX 950 AMP 2GB DDR5 128 bit- 2 Fan,NVIDIA,950,2,400
4680000,VGA,Zotac,ZOTAC GTX 950 AMP 2GB DDR5 128 bit- 2 Fan,NVIDIA,950,2,400
4700000,VGA,Asus,ASUS EXPEDI TiON GTX 1050 Ti,NVIDIA,1050 Ti,4,400
4700000,VGA,Asus,ASUS EXPEDI TiON GTX 1050 Ti,NVIDIA,1050 Ti,4,400
4790000,VGA,Gigabyte,Gigabyte GeForce GTX 1050 Ti OC 4G (GV-N105TOC-4GD),NVIDIA,1050 Ti,4,400
4790000,VGA,Gigabyte,Gigabyte GeForce GTX 1050 Ti Windforce OC 4G (GV-N105TWF2OC-4GD),NVIDIA,1050 Ti,4,400
4790000,VGA,Gigabyte,Gigabyte GeForce GTX 1050 Ti OC 4G (GV-N105TOC-4GD),NVIDIA,1050 Ti,4,400
4790000,VGA,Gigabyte,Gigabyte GeForce GTX 1050 Ti Windforce OC 4G (GV-N105TWF2OC-4GD),NVIDIA,1050 Ti,4,400
4890000,VGA,,NVIDIA Quadro K600,Quadro,K600,1,400
4890000,VGA,Quadro,NVIDIA Quadro K600 1GB GDDR3 128Bit,Quadro,K600,1,400
4950000,VGA,Zotac,ZOTAC GTX 960 2GB GDDR5 128 bit,NVIDIA,960,2,500
4950000,VGA,Zotac,ZOTAC GTX 960 2GB GDDR5 128 bit,NVIDIA,960,2,500
4990000,VGA,MSI,MSI R9 270 X GAMING 2G ITX,AMD,R9 270,2,300
4990000,VGA,MSI,MSI R9 270 X Gaming 2G,AMD,R9 270,2,300
4990000,VGA,MSI,MSI R9 270 X GAMING 2G ITX,AMD,R9 270,2,300
4990000,VGA,MSI,MSI R9 270 X Hawk,AMD,R9 270,2,300
4990000,VGA,MSI,MSI R9 280 GAMING 3G,AMD,R9 280,3,450
4990000,VGA,MSI,MSI R9 280 GAMING 3G,AMD,R9 280,3,450
