Price,Catergory,Brand,Name,Chipset,Socket,DDR type,M2
2780000,Mainboard Intel,MSI,MSI H97M-G43,H97,1150,DDR3,
2690000,Mainboard Intel,MSI,MSI X79A-GD45 Plus,X79,2011,DDR3,
2100000,Mainboard Intel,MSI,MSI Z170A GAMING M3,Z170,1151,DDR4,
1650000,Mainboard Intel,MSI,MSI Z170A GAMING M5,Z170,1151,DDR4,
1690000,Mainboard Intel,MSI,MSI Z170A GAMING M7,Z170,1151,DDR4,
1940000,Mainboard Intel,MSI,MSI Z170A GAMING M9 ACK,Z170,1151,DDR4,
1720000,Mainboard Intel,MSI,MSI Z170A GAMING PRO CARBON,Z170,1151,DDR4,
4150000,Mainboard Intel,MSI,MSI Z170A PC MATE,Z170,1151,DDR4,
3799000,Mainboard Intel,MSI,MSI Z170A TOMAHAWK,Z170,1151,DDR4,
3390000,Mainboard Intel,MSI,MSI Z170M MORTAR,Z170,1151,DDR4,
2390000,Mainboard Intel,MSI,MSI Z270 GAMING M5,Z270,1151,DDR4,
1890000,Mainboard Intel,MSI,MSI Z270 GAMING M7,Z270,1151,DDR4,
2100000,Mainboard Intel,MSI,MSI Z270 GAMING PRO CARBON,Z270,1151,DDR4,
1690000,Mainboard Intel,MSI,MSI Z77 Mpower,Z77,1155,DDR3,
1790000,Mainboard Intel,MSI,MSI Z77A-G43,Z77,1155,DDR3,
1820000,Mainboard Intel,MSI,MSI Z77A-G43 GAMING,Z77,1155,DDR3,
1750000,Mainboard Intel,MSI,MSI Z77A-GD55,Z77,1155,DDR3,
3350000,Mainboard Intel,MSI,MSI Z77A-GD65 GAMING,Z77,1155,DDR3,
3490000,Mainboard Intel,MSI,MSI Z77IA-E53 ITX WIFI,Z77,1155,DDR3,
3890000,Mainboard Intel,MSI,MSI Z77MA-G45,Z77,1155,DDR3,
1240000,Mainboard Intel,MSI,MSI Z87 Mpower,Z87,1150,DDR3,
1090000,Mainboard Intel,MSI,MSI Z87 Mpower MAX,Z87,1150,DDR3,
1190000,Mainboard Intel,MSI,MSI Z87-G43,Z87,1150,DDR3,
1880000,Mainboard Intel,MSI,MSI Z87-G45 GAMING,Z87,1150,DDR3,
1650000,Mainboard Intel,MSI,MSI Z87-G55,Z87,1150,DDR3,
1590000,Mainboard Intel,MSI,MSI Z87-GD65 GAMING,Z87,1150,DDR3,
1590000,Mainboard Intel,MSI,MSI Z87I Gaming AC,Z87,1150,DDR3,
1510000,Mainboard Intel,MSI,MSI Z87M-G43,Z87,1150,DDR3,
1490000,Mainboard Intel,MSI,MSI Z87M-GAMING,Z87,1150,DDR3,
1690000,Mainboard Intel,MSI,MSI Z97 GAMING 3,Z97,1150,DDR3,
1490000,Mainboard Intel,MSI,MSI Z97 GAMING 5,Z97,1150,DDR3,
2980000,Mainboard Intel,MSI,MSI Z97 GAMING 7,Z97,1150,DDR3,
2880000,Mainboard Intel,MSI,MSI Z97 GUARD-PRO,Z97,1150,DDR3,
0,Mainboard Intel,MSI,MSI Z97 MPOWER,Z97,1150,DDR3,
0,Mainboard Intel,MSI,MSI Z97 MPOWER MAX AC,Z97,1150,DDR3,
6540000,Mainboard Intel,MSI,MSI Z97 PC Mate,Z97,1150,DDR3,
7850000,Mainboard Intel,MSI,MSI Z97 U3 PLUS,Z97,1150,DDR3,
13390000,Mainboard Intel,MSI,MSI Z97 XPOWER AC,Z97,1150,DDR3,
16169000,Mainboard Intel,MSI,MSI Z97A GAMING 6 USB 3.1 Type C,Z97,1150,DDR3,
6390000,Mainboard Intel,MSI,MSI Z97A GAMING 9 ACK,Z97,1150,DDR3,
10758000,Mainboard Intel,MSI,MSI Z97I AC,Z97,1150,DDR3,
6990000,Mainboard Intel,MSI,MSI Z97I Gaming AC,Z97,1150,DDR3,
6290000,Mainboard Intel,MSI,MSI Z97S SLI Krait Edition,Z97,1150,DDR3,
9950000,Mainboard Intel,MSI,MSI Z97S SLI PLUS,Z97,1150,DDR3,
4300000,Mainboard Intel,MSI,MSI Z170A MPOWER GAMING TITANIUM,Z170,1151,DDR4,
5150000,Mainboard Intel,Biostar,Biostar H81MHV3 ,H81,1150,DDR3,
5840000,Mainboard Intel,Asrock,Asrock B75 Pro3-M,B75,1155,DDR3,
12100000,Mainboard Intel,Asrock,Asrock B75M-DGS R2.0,B75,1155,DDR3,
4690000,Mainboard Intel,Asrock,Asrock Fatal1ty X79 Professional,X79,2011,DDR3,
3510000,Mainboard Intel,Asrock,Asrock Fatal1ty Z77 Professional,Z77,1155,DDR3,
3990000,Mainboard Intel,Asrock,Asrock Fatal1ty Z87 Professional,Z87,1150,DDR3,
3600000,Mainboard Intel,Asrock,Asrock H61M-DG4,H61,1155,DDR3,
5949000,Mainboard Intel,Asrock,Asrock H61M-HG4,H61,1155,DDR3,
6950000,Mainboard Intel,Asrock,ASROCK H61M-VS,H61,1155,DDR3,
5549000,Mainboard Intel,Asrock,Asrock H61M-VS4,H61,1155,DDR3,
0,Mainboard Intel,Asrock,ASRock H77 Pro4/MVP - LGA 1155 / Intel H77 / HDMI / SATA 6Gb/s / USB 3.0 / ATX / Intel Motherboard,H77,1155,DDR3,
0,Mainboard Intel,Asrock,ASRock H87 PRO4,H87,1150,DDR3,
0,Mainboard Intel,Asrock,Asrock Z77 Extreme4,Z77,1155,DDR3,
0,Mainboard Intel,Asrock,Asrock Z77 OC Formula,Z77,1155,DDR3,
0,Mainboard Intel,Asrock,Asrock Z77 Pro4,Z77,1155,DDR3,
0,Mainboard Intel,ECS,ECS H61H2-MV (V1.0),H61,1155,DDR3,
0,Mainboard Intel,ECS,ECS Z77H2-A3 (V1.2),Z77,1155,DDR3,
6590000,Mainboard Intel,MSI,Main board MSI H110i PRO AC (Pro Series - ITX),H110,1151,DDR4,
6890000,Mainboard Intel,Foxconn,Main Foxcon H61 MXE (HDMI),H61,1155,DDR3,
2750000,Mainboard Intel,Foxconn,Main Foxcon H61 MXE-V ,H61,1155,DDR3,
2990000,Mainboard Intel,Asrock,Asrock B150 Gaming K4/D3 Fatal1ty ,B150,1151,DDR4,
3610000,Mainboard Intel,Asrock,Asrock B150 Gaming K4/HYPER,B150,1151,DDR4,
0,Mainboard Intel,Asrock,Asrock B150M Pro4,B150,1151,DDR4,
4590000,Mainboard Intel,Asrock,Asrock B150M Pro4/D3,B150,1151,DDR4,
2790000,Mainboard Intel,Asrock,Asrock B150M Pro4/Hyper,B150,1151,DDR4,
3360000,Mainboard Intel,Asrock,Asrock B250M Pro4,B250,1151,DDR4,
3990000,Mainboard Intel,Asrock,ASRock B85 Pro4 - LGA 1150 / Intel B85 / HDMI SATA 6Gb/s USB 3.0 / ATX Intel Motherboard,B85,1150,DDR3,
0,Mainboard Intel,Asrock,ASRock B85M Pro4 - LGA 1150,B85,1150,DDR3,
0,Mainboard Intel,Asrock,ASRock B85M-HDS - LGA 1150 / Intel B85 / HDMI / SATA 6Gb/s / USB 3.0 / Micro ATX / Intel Motherboard,B85,1150,DDR3,
0,Mainboard Intel,Asrock,ASRock Fatal1ty B85 Killer,B85,1150,DDR3,
5390000,Mainboard Intel,Asrock,Asrock Fatal1ty H170 Performance,H170,1151,DDR4,
6590000,Mainboard Intel,Asrock,ASRock Fatal1ty H87 Performance,H87,1150,DDR3,
2950000,Mainboard Intel,Asrock,ASRock Fatal1ty H97 Killer,H97,1150,DDR3,
3458000,Mainboard Intel,Asrock,ASRock Fatal1ty H97 Performance,H97,1150,DDR3,
10790000,Mainboard Intel,Asrock,ASRock Fatal1ty Z170 Gaming K4,Z170,1151,DDR4,
4999000,Mainboard Intel,Asrock,ASRock Fatal1ty Z170 Gaming K4,Z170,1151,DDR4,
8690000,Mainboard Intel,Asrock,ASRock Fatal1ty Z170 Gaming K6,Z170,1151,DDR4,
4390000,Mainboard Intel,Asrock,ASRock Fatal1ty Z170 Gaming-ITX/ac,Z170,1151,DDR4,
4780000,Mainboard Intel,Asrock,Asrock H110M Combo-G,H110,1151,DDR4,
3729000,Mainboard Intel,Asrock,Asrock H110M-DVS R2.0,H110,1151,DDR4,
3750000,Mainboard Intel,Asrock,Asrock H110M-DVS/D3,H110,1151,DDR4,
6550000,Mainboard Intel,Asrock,Asrock H110M-HDV,H110,1151,DDR4,
1240000,Mainboard Intel,Asrock,Asrock H110M-HDV/D3,H110,1151,DDR4,
0,Mainboard Intel,Asrock,Asrock H110M-HDVP,H110,1151,DDR4,
0,Mainboard Intel,Asrock,Asrock H110M-ITX/AC,H110,1151,DDR4,
6400000,Mainboard Intel,Asrock,ASRock H170 Performance D3,H170,1151,DDR4,
5800000,Mainboard Intel,Asrock,ASRock H170 Pro4/Hyper,H170,1151,DDR4,
7200000,Mainboard Intel,Asrock,ASRock H61M-VG3,H61,1155,DDR3,
1020000,Mainboard Intel,Asrock,ASRock H61M-VS3,H61,1155,DDR3,
1050000,Mainboard Intel,Asrock,ASRock H71M-DGS,H71,1155,DDR3,
0,Mainboard Intel,Asrock,ASRock H81 Pro BTC - LGA 1150 / Intel H81 / HDMI / SATA 6Gb/s / USB 3.0 / ATX / Intel Motherboard,H81,1150,DDR3,
900000,Mainboard Intel,Asrock,Asrock H81M-DG4 ,H81,1150,DDR3,
2389000,Mainboard Intel,Asrock,ASRock H81M-DGS R2.0,H81,1150,DDR3,
2650000,Mainboard Intel,Asrock,ASRock H81M-G - LGA 1150 ,H81,1150,DDR3,
3300000,Mainboard Intel,Asrock,Asrock H81M-HDS,H81,1150,DDR3,
6300000,Mainboard Intel,Asrock,ASRock H81M-HG4 - LGA 1150 / Intel H81 / HDMI / SATA 6Gb/s / USB 3.0 / Micro ATX,H81,1150,DDR3,
2569000,Mainboard Intel,Asrock,ASRock Q1900-ITX,Q1900,Q1900,DDR3,
919000,Mainboard Intel,Asrock,ASRock Q1900M,Q1900,Q1900,DDR3,
2189000,Mainboard Intel,Asrock,ASRock Q2900M,Q2900,Q2900,DDR3,
2250000,Mainboard Intel,Asrock,Asrock X79 Extreme9,X79,2011,DDR3,
1025000,Mainboard Intel,Asrock,ASRock Z170 Extreme 4,Z170,1151,DDR4,
990000,Mainboard Intel,Asrock,ASRock Z170 Extreme 6,Z170,1151,DDR4,
2690000,Mainboard Intel,Asrock,ASRock Z170 OC Formula,Z170,1151,DDR4,
3000000,Mainboard Intel,Asrock,ASRock Z170 Pro4,Z170,1151,DDR4,
2030000,Mainboard Intel,Asrock,Asrock Z170 Pro4,Z170,1151,DDR4,
1780000,Mainboard Intel,Asrock,ASRock Z170 Pro4,Z170,1151,DDR4,
2590000,Mainboard Intel,Asrock,ASRock Z170M ITX/ac,Z170,1151,DDR4,
2690000,Mainboard Intel,Asrock,Asrock Z270 Extreme4,Z270,1151,DDR4,
1649000,Mainboard Intel,Asrock,ASRock Z87 Extreme 6,Z87,1150,DDR3,
1550000,Mainboard Intel,Asrock,Asrock Z87 Extreme4,Z87,1150,DDR3,
1450000,Mainboard Intel,Asrock,ASRock Z97 Extreme4,Z97,1150,DDR3,
2950000,Mainboard Intel,Asrock,ASRock Z97 Extreme6,Z97,1150,DDR3,
2720000,Mainboard Intel,Asrock,ASRock Z97 OC Formula,Z97,1150,DDR3,
2130000,Mainboard Intel,Asrock,ASRock Z97 Pro4,Z97,1150,DDR3,
2968000,Mainboard Intel,Asrock,ASRock Z97M Anniversary,Z97,1150,DDR3,
1990000,Mainboard Intel,Asus,ASUS B150 PRO GAMING D3,B150,1151,DDR4,
2750000,Mainboard Intel,Asus,ASUS B150 PRO GAMING/AURA,B150,1151,DDR4,
2580000,Mainboard Intel,Asus,ASUS B150-PLUS,B150,1151,DDR4,
7650000,Mainboard Intel,Asus,ASUS B150-PLUS D3,B150,1151,DDR4,
4134000,Mainboard Intel,Asus,ASUS B150I PRO GAMING/AURA - RGB LED,B150,1151,DDR4,
4134000,Mainboard Intel,Asus,ASUS B150M-A,B150,1151,DDR4,
4950000,Mainboard Intel,Asus,Asus B150M-A/M2,B150,1151,DDR4,
4990000,Mainboard Intel,Asus,Asus B150M-K,B150,1151,DDR4,
1990000,Mainboard Intel,Asus,Asus B75M-A,B75,1155,DDR3,
1490000,Mainboard Intel,Asus,ASUS B75M-PLUS,B75,1155,DDR3,
1525000,Mainboard Intel,Asus,ASUS B85 VANGUARD,B85,1150,DDR3,
1590000,Mainboard Intel,Asus,Asus B85-Plus,B85,1150,DDR3,
1450000,Mainboard Intel,Asus,Asus B85-Pro Gamer Gaming,B85,1150,DDR3,
1799000,Mainboard Intel,Asus,ASUS B85M-E,B85,1150,DDR3,
2450000,Mainboard Intel,Asus,ASUS B85M-F PLUS,B85,1150,DDR3,
3130000,Mainboard Intel,Asus,ASUS B85M-G,B85,1150,DDR3,
3200000,Mainboard Intel,Asus,ASUS B85M-GAMER Gaming,B85,1150,DDR3,
920000,Mainboard Intel,Asus,ASUS GRYPHON Z87,Z87,1150,DDR3,
910000,Mainboard Intel,Asus,ASUS H110M PLUS DDR3,H110,1151,DDR4,
920000,Mainboard Intel,Asus,ASUS H110M-A,H110,1151,DDR4,
1390000,Mainboard Intel,Asus,ASUS H110M-D,H110,1151,DDR4,
1080000,Mainboard Intel,Asus,ASUS H110M-e,H110,1151,DDR4,
1150000,Mainboard Intel,Asus,ASUS H170 PLUS D3,H170,1151,DDR4,
1350000,Mainboard Intel,Asus,ASUS H170 PRO,H170,1151,DDR4,
1190000,Mainboard Intel,Asus,ASUS H170 PRO GAMING,H170,1151,DDR4,
1250000,Mainboard Intel,Asus,ASUS H170M E D3,H170,1151,DDR4,
0,Mainboard Intel,Asus,ASUS H61M-A,H61,1155,DDR3,
1700000,Mainboard Intel,Asus,ASUS H61M-E,H61,1155,DDR3,
2250000,Mainboard Intel,Asus,ASUS H61M-K,H61,1155,DDR3,
5200000,Mainboard Intel,Asus,ASUS H81-GAMER,H81,1150,DDR3,
5590000,Mainboard Intel,Asus,Asus H81-PLUS,H81,1150,DDR3,
6700000,Mainboard Intel,Asus,ASUS H81M-C,H81,1150,DDR3,
6650000,Mainboard Intel,Asus,ASUS H81M-D,H81,1150,DDR3,
3890000,Mainboard Intel,Asus,ASUS H81M-E,H81,1150,DDR3,
5690000,Mainboard Intel,Asus,ASUS H81M-K (C/SI),H81,1150,DDR3,
8100000,Mainboard Intel,Asus,ASUS H81M-K(C/SI)-Win 8 bản quyền,H81,1150,DDR3,
4120000,Mainboard Intel,Asus,ASUS H81M-P,H81,1150,DDR3,
3639000,Mainboard Intel,Asus,ASUS H81M-V PLUS (TRAY),H81,1150,DDR3,
3392000,Mainboard Intel,Asus,ASUS H87M-PLUS,H87,1150,DDR3,
4320000,Mainboard Intel,Asus,ASUS H87M-PRO,H87,1150,DDR3,
4750000,Mainboard Intel,Asus,ASUS H97 Pro Gamer,H97,1150,DDR3,
2990000,Mainboard Intel,Asus,ASUS H97-PLUS,H97,1150,DDR3,
4100000,Mainboard Intel,Asus,ASUS H97-PRO,H97,1150,DDR3,
4100000,Mainboard Intel,Asus,ASUS H97M-E,H97,1150,DDR3,
5600000,Mainboard Intel,Asus,ASUS P8Z77 WS (Workstation),Z77,1155,DDR3,
5539000,Mainboard Intel,Asus,Asus P9X79 LE,X79,2011,DDR3,
2990000,Mainboard Intel,Asus,ASUS Q87M-E,Q87,1150,DDR3,
2350000,Mainboard Intel,Asus,ASUS ROG STRIX Z270H GAMING,Z270,1151,DDR4,
2890000,Mainboard Intel,Asus,ASUS Sabertooth Z97 Mark 2,Z97,1150,DDR3,
3450000,Mainboard Intel,Asus,ASUS Sabertooth Z97 Mark I,Z97,1150,DDR3,
2430000,Mainboard Intel,Asus,ASUS Z170 DELUXE,Z170,1151,DDR4,
2220000,Mainboard Intel,Asus,ASUS Z170 PRO GAMING,Z170,1151,DDR4,
3090000,Mainboard Intel,Asus,ASUS Z170-K,Z170,1151,DDR4,
2270000,Mainboard Intel,Asus,ASUS Z170M-PLUS,Z170,1151,DDR4,
2250000,Mainboard Intel,Asus,ASUS Z87-C,Z87,1150,DDR3,
1990000,Mainboard Intel,Asus,ASUS Z87-DELUXE,Z87,1150,DDR3,
0,Mainboard Intel,Asus,ASUS Z87-PLUS,Z87,1150,DDR3,
0,Mainboard Intel,Asus,ASUS Z87-PRO,Z87,1150,DDR3,
2550000,Mainboard Intel,Asus,ASUS Z87M-PLUS,Z87,1150,DDR3,
2650000,Mainboard Intel,Asus,Asus Z97 Maximus VII Ranger,Z97,1150,DDR3,
2360000,Mainboard Intel,Asus,ASUS Z97-DELUXE,Z97,1150,DDR3,
2290000,Mainboard Intel,Asus,ASUS Z97-DELUXE(NFC &amp;amp;amp;amp; WLC),Z97,1150,DDR3,
1690000,Mainboard Intel,Asus,ASUS Z97-K/CSM LGA 1150 Intel Z97 ,Z97,1150,DDR3,
1750000,Mainboard Intel,Asus,ASUS Z97-PRO,Z97,1150,DDR3,
1730000,Mainboard Intel,Asus,ASUS Z97I-PLUS,Z97,1150,DDR3,
3650000,Mainboard Intel,Asus,ASUS Z97M-PLUS,Z97,1150,DDR3,
4900000,Mainboard Intel,Asus,ASUS Z9PE-D8 WS (DUAL CPU WORKSTATION),Z9,2011,DDR3,
2050000,Mainboard Intel,Foxconn,Foxconn H81 Strike,H81,1150,DDR3,
1795000,Mainboard Intel,Foxconn,Foxconn H81MD,H81,1150,DDR3,
1650000,Mainboard Intel,Foxconn,Foxconn H97M Plus,H97,1150,DDR3,
1650000,Mainboard Intel,Gigabyte,Gigabyte B85M-D3V,B85,1150,DDR3,
2999000,Mainboard Intel,Gigabyte,Gigabyte B85M-D3V-A,B85,1150,DDR3,
3350000,Mainboard Intel,Gigabyte,Gigabyte B85M-HD3-A,B85,1150,DDR3,
3630000,Mainboard Intel,Gigabyte,Gigabyte GA B75-D3V,B75,1155,DDR3,
2780000,Mainboard Intel,Gigabyte,Gigabyte GA B75M-D2V,B75,1155,DDR3,
1490000,Mainboard Intel,Gigabyte,Gigabyte GA B75M-D3H,B75,1155,DDR3,
1300000,Mainboard Intel,Gigabyte,Gigabyte GA B75M-D3V,B75,1155,DDR3,
1189000,Mainboard Intel,Gigabyte,Gigabyte GA B75M-HD3,B75,1155,DDR3,
2190000,Mainboard Intel,Gigabyte,Gigabyte GA B85M-D3H,B85,1150,DDR3,
1890000,Mainboard Intel,Gigabyte,Gigabyte GA B85M-Gaming 3,B85,1150,DDR3,
1550000,Mainboard Intel,Gigabyte,Gigabyte GA B85M-HD3,B85,1150,DDR3,
1385000,Mainboard Intel,Gigabyte,Gigabyte GA B85 G1 Sniper B5,B85,1150,DDR3,
1340000,Mainboard Intel,Gigabyte,Gigabyte GA B85 G1 Sniper B6 ,B85,1150,DDR3,
1290000,Mainboard Intel,Gigabyte,Gigabyte GA B150 G1 Sniper B7 - Intel B150 chipset - Socket LGA 1151 DDR4,B150,1151,DDR4,
1890000,Mainboard Intel,Gigabyte,Gigabyte GA X79 G1.Assassin 2,X79,2011,DDR3,
1250000,Mainboard Intel,Gigabyte,Gigabyte GA Z77 G1.Sniper 3,Z77,1155,DDR3,
1550000,Mainboard Intel,Gigabyte,Gigabyte GA B85 G1.Sniper 5,B85,1150,DDR3,
3299000,Mainboard Intel,Gigabyte,Gigabyte GA Z77 G1.Sniper M3,Z77,1155,DDR3,
3490000,Mainboard Intel,Gigabyte,Gigabyte GA H110M DS2 DDR3,H110,1151,DDR4,
3490000,Mainboard Intel,Gigabyte,Gigabyte GA H170 Gaming 3 DDR3,H170,1151,DDR4,
2895000,Mainboard Intel,Gigabyte,Gigabyte GA H170 Gaming 3 DDR4,H170,1151,DDR4,
3290000,Mainboard Intel,Gigabyte,Gigabyte GA H61M-DS2 DVI ,H61,1155,DDR3,
2890000,Mainboard Intel,Gigabyte,Gigabyte GA H61M-DS2 rev 3.0,H61,1155,DDR3,
7590000,Mainboard Intel,Gigabyte,Gigabyte GA H61M-DS2 rev 5.0,H61,1155,DDR3,
0,Mainboard Intel,Gigabyte,Gigabyte GA H61M-S2PV,H61,1155,DDR3,
3890000,Mainboard Intel,Gigabyte,Gigabyte GA H77-DS3H,H77,1155,DDR3,
9450000,Mainboard Intel,Gigabyte,Gigabyte GA H77M-D3H ,H77,1155,DDR3,
4590000,Mainboard Intel,Gigabyte,Gigabyte GA H81M-DS2,H81,1150,DDR3,
14790000,Mainboard Intel,Gigabyte,Gigabyte GA H81M-Gaming 3,H81,1150,DDR3,
5050000,Mainboard Intel,Gigabyte,Gigabyte GA H81M-S2PV,H81,1150,DDR3,
5790000,Mainboard Intel,Gigabyte,Gigabyte GA H87M-D3H ,H87,1150,DDR3,
6790000,Mainboard Intel,Gigabyte,Gigabyte GA H97-D3H,H97,1150,DDR3,
10450000,Mainboard Intel,Gigabyte,Gigabyte GA H97-Gaming 3,H97,1150,DDR3,
16990000,Mainboard Intel,Gigabyte,Gigabyte GA X79-UD3,X79,2011,DDR3,
8450000,Mainboard Intel,Gigabyte,Gigabyte GA X79-UP4,X79,2011,DDR3,
8490000,Mainboard Intel,Gigabyte,Gigabyte GA Z170 D3H,Z170,1151,DDR4,
4370000,Mainboard Intel,Gigabyte,Gigabyte GA Z170M D3H DDR3,Z170,1151,DDR4,
3830000,Mainboard Intel,Gigabyte,Gigabyte GA Z170M D3H DDR4,Z170,1151,DDR4,
3750000,Mainboard Intel,Gigabyte,Gigabyte GA Z170X Gaming 3,Z170,1151,DDR4,
4250000,Mainboard Intel,Gigabyte,Gigabyte GA Z170X Gaming 5,Z170,1151,DDR4,
7550000,Mainboard Intel,Gigabyte,Gigabyte GA Z170X Gaming 7,Z170,1151,DDR4,
5200000,Mainboard Intel,Gigabyte,Gigabyte GA Z170X Gaming G1,Z170,1151,DDR4,
4850000,Mainboard Intel,Gigabyte,Gigabyte GA Z170X Gaming GT,Z170,1151,DDR4,
3750000,Mainboard Intel,Gigabyte,Gigabyte GA Z170X SOC FORCE,Z170,1151,DDR4,
5350000,Mainboard Intel,Gigabyte,Gigabyte GA Z170X UD3,Z170,1151,DDR4,
7490000,Mainboard Intel,Gigabyte,Gigabyte GA Z170X UD5,Z170,1151,DDR4,
8500000,Mainboard Intel,Gigabyte,Gigabyte GA Z77M-D3H,Z77,1155,DDR3,
3350000,Mainboard Intel,Gigabyte,Gigabyte GA Z77X-D3H ,Z77,1155,DDR3,
5390000,Mainboard Intel,Gigabyte,Gigabyte GA Z77X-UD3H,Z77,1155,DDR3,
4590000,Mainboard Intel,Gigabyte,Gigabyte GA Z77X-UD5H,Z77,1155,DDR3,
3650000,Mainboard Intel,Gigabyte,Gigabyte GA Z77X-UP5 TH,Z77,1155,DDR3,
12450000,Mainboard Intel,Gigabyte,Gigabyte GA Z87M-D3H,Z87,1150,DDR3,
1279000,Mainboard Intel,Gigabyte,Gigabyte GA Z87X-D3H,Z87,1150,DDR3,
1149000,Mainboard Intel,Gigabyte,Gigabyte GA Z87X-OC,Z87,1150,DDR3,
1869000,Mainboard Intel,Gigabyte,Gigabyte GA Z87X-OC Force,Z87,1150,DDR3,
1790000,Mainboard Intel,Gigabyte,Gigabyte GA Z87X-UD3H,Z87,1150,DDR3,
1750000,Mainboard Intel,Gigabyte,Gigabyte GA Z87X-UD5H,Z87,1150,DDR3,
1980000,Mainboard Intel,Gigabyte,Gigabyte GA Z97-D3H,Z97,1150,DDR3,
0,Mainboard Intel,Gigabyte,Gigabyte GA Z97M-D3H,Z97,1150,DDR3,
0,Mainboard Intel,Gigabyte,Gigabyte GA Z97X-Gaming 3,Z97,1150,DDR3,
0,Mainboard Intel,Gigabyte,Gigabyte GA Z97X-GAMING 5,Z97,1150,DDR3,
0,Mainboard Intel,Gigabyte,Gigabyte GA Z97X-Gaming 7,Z97,1150,DDR3,
1690000,Mainboard Intel,Gigabyte,Gigabyte GA Z97X-Gaming G1,Z97,1150,DDR3,
1950000,Mainboard Intel,Gigabyte,Gigabyte GA Z97X-GAMING G1 WIFi-BK (Gaming Black Edition),Z97,1150,DDR3,
1990000,Mainboard Intel,Gigabyte,Gigabyte GA Z97X-SOC Force (dòng sản phẩm chuyên ép xung),Z97,1150,DDR3,
1825000,Mainboard Intel,Gigabyte,Gigabyte GA Z97X-UD3H-BK,Z97,1150,DDR3,
2750000,Mainboard Intel,Gigabyte,Gigabyte GA Z97X-UD5H-BK,Z97,1150,DDR3,
2850000,Mainboard Intel,Gigabyte,Gigabyte GA-B150-HD3,B150,1151,DDR4,
2990000,Mainboard Intel,Gigabyte,Gigabyte GA-B150M-D2V,B150,1151,DDR4,
0,Mainboard Intel,Gigabyte,Gigabyte GA-B150M-D3H DDR3,B150,1151,DDR4,
0,Mainboard Intel,Gigabyte,Gigabyte GA-B150M-D3H DDR4,B150,1151,DDR4,
0,Mainboard Intel,Gigabyte,Gigabyte GA-B150M-D3V DDR3,B150,1151,DDR4,
0,Mainboard Intel,Gigabyte,Gigabyte GA-B150M-D3V-DDR4,B150,1151,DDR4,
1680000,Mainboard Intel,Gigabyte,Gigabyte GA-B150M-HD3 DDR3 - Intel B150 chipset - Socket 1151,B150,1151,DDR4,
3410000,Mainboard Intel,Gigabyte,Gigabyte GA-B85M-D2V,B85,1150,DDR3,
3580000,Mainboard Intel,Gigabyte,Gigabyte GA-H110M-DS2-DDR4,H110,1151,DDR4,
0,Mainboard Intel,Gigabyte,Gigabyte GA-H110M-S2PV DDR3,H110,1151,DDR4,
1419000,Mainboard Intel,Gigabyte,Gigabyte GA-H110M-S2PV-DDR4,H110,1151,DDR4,
1495000,Mainboard Intel,Gigabyte,Gigabyte GA-H170N-WIFI,H170,1151,DDR4,
1390000,Mainboard Intel,Gigabyte,Gigabyte GA-H97M-D3H,H97,1150,DDR3,
0,Mainboard Intel,Gigabyte,Gigabyte GA-Z170N-Gaming 5,Z170,1151,DDR4,
2499000,Mainboard Intel,Gigabyte,Gigabyte H110M - Gaming 3,H110,1151,DDR4,
1490000,Mainboard Intel,Gigabyte,Gigabyte Z170X Ultra Gaming,Z170,1151,DDR4,
1760000,Mainboard Intel,Gigabyte,Gigabyte Z270X Gaming 5 (GA-Z270X-Gaming 5),Z270,1151,DDR4,
1590000,Mainboard Intel,Gigabyte,Gigabyte Z270X Gaming 7 (GA-Z270X-Gaming 7),Z270,1151,DDR4,
0,Mainboard Intel,Gigabyte,Gigabyte Z270X Gaming 9 (GA-Z270X-Gaming 9),Z270,1151,DDR4,
3170000,Mainboard Intel,Gigabyte,Gigabyte Z270X Ultra Gaming (GA-Z270X-Ultra Gaming),Z270,1151,DDR4,
3490000,Mainboard Intel,Gigabyte,Gigabyte GA H170 D3H DDR4,H170,1151,DDR4,
0,Mainboard Intel,Gigabyte,Gigabyte GA H170M D3H DDR3,H170,1151,DDR4,
5999000,Mainboard Intel,Gigabyte,Gigabyte GA H170M D3H DDR4,H170,1151,DDR4,
8990000,Mainboard Intel,MSI,MSI B150 GAMING M3,B150,1151,DDR4,
8990000,Mainboard Intel,MSI,MSI B150 PC MATE SK1151 DDR4,B150,1151,DDR4,
4090000,Mainboard Intel,MSI,MSI B150A GAMING PRO SK-1151 DDR4,B150,1151,DDR4,
3540000,Mainboard Intel,MSI,MSI B150M BAZOOKA,B150,1151,DDR4,
3650000,Mainboard Intel,MSI,MSI B150M BAZOOKA PLUS,B150,1151,DDR4,
4490000,Mainboard Intel,MSI,MSI B150M GAMING PRO,B150,1151,DDR4,
5250000,Mainboard Intel,MSI,MSI B150M MORTAR,B150,1151,DDR4,
6250000,Mainboard Intel,MSI,MSI B150M MORTAR ARCTIC,B150,1151,DDR4,
13500000,Mainboard Intel,MSI,MSI B150M NIGHT ELF SK-1151 DDR4,B150,1151,DDR4,
6990000,Mainboard Intel,MSI,MSI B150M PRO-VDH D3 SK-1151 DDR3,B150,1151,DDR4,
10890000,Mainboard Intel,MSI,MSI B250 GAMING M3,B250,1151,DDR4,
