Price,Catergory,Brand,Name,Chipset,Socket,DDR type,M2
4650000,Mainboard Intel,MSI,MSI B75A-G43,B75,1155,DDR3,
5550000,Mainboard Intel,MSI,MSI B75A-G43 GAMING,B75,1155,DDR3,
0,Mainboard Intel,MSI,MSI B75MA-E33,B75,1155,DDR3,
0,Mainboard Intel,MSI,MSI B85-G41 PC MATE (ATX Heatsink),B85,1150,DDR3,
0,Mainboard Intel,MSI,MSI B85I Gaming,B85,1150,DDR3,
0,Mainboard Intel,MSI,MSI B85M GAMING,B85,1150,DDR3,
0,Mainboard Intel,MSI,MSI B85M NIGHT ELF,B85,1150,DDR3,
0,Mainboard Intel,MSI,MSI B85M PRO-VD (Pro Series),B85,1150,DDR3,
4459000,Mainboard Intel,MSI,MSI B85M-E45,B85,1150,DDR3,
0,Mainboard Intel,MSI,MSI B85M-ECO,B85,1150,DDR3,
5990000,Mainboard Intel,MSI,MSI B85M-P33 V2,B85,1150,DDR3,
0,Mainboard Intel,MSI,MSI H110i PRO,H110,1151,DDR4,
0,Mainboard Intel,MSI,MSI H110M GAMING,H110,1151,DDR4,
4060000,Mainboard Intel,MSI,MSI H110M PRO-VD (Pro Series),H110,1151,DDR4,
3470000,Mainboard Intel,MSI,MSI H110M PRO-VH (Pro Series),H110,1151,DDR4,
4190000,Mainboard Intel,MSI,MSI H110M PRO-VHL (Pro Series),H110,1151,DDR4,
4640000,Mainboard Intel,MSI,MSI H110M ProVD Plus,H110,1151,DDR4,
5210000,Mainboard Intel,MSI,MSI H170 GAMING M3,H170,1151,DDR4,
9030000,Mainboard Intel,MSI,MSI H170A GAMING PRO,H170,1151,DDR4,
10540000,Mainboard Intel,MSI,MSI H270 GAMING M3,H270,1151,DDR4,
6490000,Mainboard Intel,MSI,MSI H61M-E22(G3),H61,1155,DDR3,
4650000,Mainboard Intel,MSI,MSI H61M-P20 (G3),H61,1155,DDR3,
5530000,Mainboard Intel,MSI,MSI H61M-P31/W8,H61,1155,DDR3,
2650000,Mainboard Intel,MSI,MSI H81I,H81,1150,DDR3,
2050000,Mainboard Intel,MSI,MSI H81M ECO,H81,1150,DDR3,
2699000,Mainboard Intel,MSI,MSI H81M Pro-VD,H81,1150,DDR3,
2450000,Mainboard Intel,MSI,MSI H81M Pro-VH BootRom,H81,1150,DDR3,
2150000,Mainboard Intel,MSI,MSI H81M-E33,H81,1150,DDR3,
2050000,Mainboard Intel,MSI,MSI H81M-E34,H81,1150,DDR3,
2650000,Mainboard Intel,MSI,MSI H81M-E35 V2,H81,1150,DDR3,
1650000,Mainboard Intel,MSI,MSI H81M-P33,H81,1150,DDR3,
1699000,Mainboard Intel,MSI,MSI H97 GUARD-PRO,H97,1150,DDR3,
1750000,Mainboard Intel,MSI,MSI H97M ECO,H97,1150,DDR3,
1750000,Mainboard Intel,MSI,MSI H97M-G43,H97,1150,DDR3,
3490000,Mainboard Intel,MSI,MSI X79A-GD45 Plus,X79,2011,DDR3,
3035000,Mainboard Intel,MSI,MSI Z170A GAMING M3,Z170,1151,DDR4,
1935000,Mainboard Intel,MSI,MSI Z170A GAMING M5,Z170,1151,DDR4,
8759000,Mainboard Intel,MSI,MSI Z170A GAMING M7,Z170,1151,DDR4,
7259000,Mainboard Intel,MSI,MSI Z170A GAMING M9 ACK,Z170,1151,DDR4,
6550000,Mainboard Intel,MSI,MSI Z170A GAMING PRO - BLACK &amp;amp; RED - RGB Light For Gamer,Z170,1151,DDR4,
8290000,Mainboard Intel,MSI,MSI Z170A GAMING PRO CARBON,Z170,1151,DDR4,
4590000,Mainboard Intel,MSI,MSI Z170A KRAIT GAMING,Z170,1151,DDR4,
1950000,Mainboard Intel,MSI,MSI Z170A KRAIT GAMING 3X,Z170,1151,DDR4,
5200000,Mainboard Intel,MSI,MSI Z170A PC MATE,Z170,1151,DDR4,
5999000,Mainboard Intel,MSI,MSI Z170A TOMAHAWK,Z170,1151,DDR4,
7099000,Mainboard Intel,MSI,MSI Z170M MORTAR,Z170,1151,DDR4,
0,Mainboard Intel,MSI,MSI Z270 GAMING M5,Z270,1151,DDR4,
5350000,Mainboard Intel,MSI,MSI Z270 GAMING M7,Z270,1151,DDR4,
3200000,Mainboard Intel,MSI,MSI Z270 GAMING PRO CARBON,Z270,1151,DDR4,
3120000,Mainboard Intel,MSI,MSI Z77 Mpower,Z77,1155,DDR3,
2990000,Mainboard Intel,MSI,MSI Z77A-G43,Z77,1155,DDR3,
3090000,Mainboard Intel,MSI,MSI Z77A-G43 GAMING,Z77,1155,DDR3,
2350000,Mainboard Intel,MSI,MSI Z77A-GD55,Z77,1155,DDR3,
3165000,Mainboard Intel,MSI,MSI Z77A-GD65 GAMING,Z77,1155,DDR3,
2190000,Mainboard Intel,MSI,MSI Z77IA-E53 ITX WIFI,Z77,1155,DDR3,
2350000,Mainboard Intel,MSI,MSI Z77MA-G45,Z77,1155,DDR3,
2280000,Mainboard Intel,MSI,MSI Z87 Mpower,Z87,1150,DDR3,
2350000,Mainboard Intel,MSI,MSI Z87 Mpower MAX,Z87,1150,DDR3,
2599000,Mainboard Intel,MSI,MSI Z87-G43,Z87,1150,DDR3,
2580000,Mainboard Intel,MSI,MSI Z87-G45 GAMING,Z87,1150,DDR3,
1850000,Mainboard Intel,MSI,MSI Z87-G55,Z87,1150,DDR3,
0,Mainboard Intel,MSI,MSI Z87-GD65 GAMING,Z87,1150,DDR3,
0,Mainboard Intel,MSI,MSI Z87I Gaming AC,Z87,1150,DDR3,
0,Mainboard Intel,MSI,MSI Z87M-G43,Z87,1150,DDR3,
0,Mainboard Intel,MSI,MSI Z87M-GAMING,Z87,1150,DDR3,
1890000,Mainboard Intel,MSI,MSI Z97 GAMING 3,Z97,1150,DDR3,
2780000,Mainboard Intel,MSI,MSI Z97 GAMING 5,Z97,1150,DDR3,
2690000,Mainboard Intel,MSI,MSI Z97 GAMING 7,Z97,1150,DDR3,
2100000,Mainboard Intel,MSI,MSI Z97 GUARD-PRO,Z97,1150,DDR3,
1650000,Mainboard Intel,MSI,MSI Z97 MPOWER,Z97,1150,DDR3,
1690000,Mainboard Intel,MSI,MSI Z97 MPOWER MAX AC,Z97,1150,DDR3,
1940000,Mainboard Intel,MSI,MSI Z97 PC Mate,Z97,1150,DDR3,
1720000,Mainboard Intel,MSI,MSI Z97 U3 PLUS,Z97,1150,DDR3,
3799000,Mainboard Intel,MSI,MSI Z97 XPOWER AC,Z97,1150,DDR3,
3390000,Mainboard Intel,MSI,MSI Z97A GAMING 6 USB 3.1 Type C,Z97,1150,DDR3,
1890000,Mainboard Intel,MSI,MSI Z97A GAMING 9 ACK,Z97,1150,DDR3,
2100000,Mainboard Intel,MSI,MSI Z97I AC,Z97,1150,DDR3,
1690000,Mainboard Intel,MSI,MSI Z97I Gaming AC,Z97,1150,DDR3,
1790000,Mainboard Intel,MSI,MSI Z97S SLI Krait Edition,Z97,1150,DDR3,
1820000,Mainboard Intel,MSI,MSI Z97S SLI PLUS,Z97,1150,DDR3,
1750000,Mainboard Intel,MSI,MSI Z170A MPOWER GAMING TITANIUM,Z170,1151,DDR4,
3350000,Mainboard Intel,Asrock,Asrock Fatal1ty X99 Professional Gaming i7,X99,2011v3,DDR4,
3490000,Mainboard Intel,Asrock,ASRock X99 Extreme4,X99,2011v3,DDR4,
3890000,Mainboard Intel,Asrock,ASRock X99 KILLER,X99,2011v3,DDR4,
1240000,Mainboard Intel,Asrock,Asrock X99 Taichi,X99,2011v3,DDR4,
1090000,Mainboard Intel,Asus,ASUS Rampage V Extreme Gaming X99,X99,2011v3,DDR4,
1190000,Mainboard Intel,Asus,ASUS ROG STRIX X99 GAMING,X99,2011v3,DDR4,
1880000,Mainboard Intel,Asus,ASUS ROG X99 Rampage v edition 10,X99,2011v3,DDR4,
1650000,Mainboard Intel,Asus,ASUS X99 A-II,X99,2011v3,DDR4,
1590000,Mainboard Intel,Asus,ASUS X99 DELUXE,X99,2011v3,DDR4,
1590000,Mainboard Intel,Asus,ASUS X99-E WS - Intel X99 Chipset DDR4 LGA1151,X99,2011v3,DDR4,
1510000,Mainboard Intel,Asus,Asus X99-Pro,X99,2011v3,DDR4,
1490000,Mainboard Intel,Gigabyte,Gigabyte GA X99-Gaming G1 WIFI,X99,2011v3,DDR4,
1690000,Mainboard Intel,Gigabyte,Gigabyte GA X99-SOC Force,X99,2011v3,DDR4,
1490000,Mainboard Intel,Gigabyte,Gigabyte GA-X150-PLUS WS (Chipset C232),C232,1151,DDR4,
2880000,Mainboard Intel,Gigabyte,Gigabyte GA-X150-PRO ECC,C232,1151,DDR4,
0,Mainboard Intel,Gigabyte,Gigabyte GA-X150M-PLUS WS (Chipset C232),C232,1151,DDR4,
0,Mainboard Intel,Gigabyte,Gigabyte GA-X99-Gaming 5P,X99,2011v3,DDR4,
6540000,Mainboard Intel,Gigabyte,Gigabyte GA-X99-SLI,X99,2011v3,DDR4,
7850000,Mainboard Intel,Gigabyte,Gigabyte GA-X99-UD4,X99,2011v3,DDR4,
13390000,Mainboard Intel,Gigabyte,Gigabyte GA-X99-Ultra Gaming,X99,2011v3,DDR4,
14150000,Mainboard Intel,Gigabyte,Gigabyte GA-X170-WS ECC,X170,1151,DDR4,
16169000,Mainboard Intel,MSI,MSI X99A GAMING 7,X99,2011v3,DDR4,
14990000,Mainboard Intel,MSI,MSI X99A GAMING PRO CARBON,X99,2011v3,DDR4,
6390000,Mainboard Intel,MSI,MSI X99A GODLIKE GAMING CARBON,X99,2011v3,DDR4,
10758000,Mainboard Intel,MSI,MSI X99A SLI PLUS  USB 3.1,X99,2011v3,DDR4,
6990000,Mainboard Intel,MSI,MSI X99S GAMING 9 AC,X99,2011v3,DDR4,
6290000,Mainboard Intel,MSI,MSI X99S MPOWER,X99,2011v3,DDR4,
9950000,Mainboard Intel,MSI,MSI X99S SLI PLUS,X99,2011v3,DDR4,
4300000,Mainboard Intel,MSI,MSI X99S XPOWER AC,X99,2011v3,DDR4,
5150000,Mainboard Intel,Asrock,Asrock Fatal1ty X99 Professional Gaming i7,X99,2011v3,DDR4,
5840000,Mainboard Intel,Asrock,ASRock X99 Extreme4,X99,2011v3,DDR4,
12100000,Mainboard Intel,Asrock,ASRock X99 KILLER,X99,2011v3,DDR4,
4450000,Mainboard Intel,Asrock,Asrock X99 Taichi,X99,2011v3,DDR4,
4690000,Mainboard Intel,Asus,ASUS ROG STRIX X99 GAMING,X99,2011v3,DDR4,
4590000,Mainboard Intel,Asus,ASUS ROG X99 Rampage v edition 10,X99,2011v3,DDR4,
4650000,Mainboard Intel,Asus,ASUS X99 A-II,X99,2011v3,DDR4,
3510000,Mainboard Intel,Asus,ASUS X99 DELUXE,X99,2011v3,DDR4,
3990000,Mainboard Intel,Asus,ASUS X99-E WS - Intel X99 Chipset DDR4 LGA1151,X99,2011v3,DDR4,
3600000,Mainboard Intel,Asus,Asus X99-Pro,X99,2011v3,DDR4,
5949000,Mainboard Intel,Gigabyte,Gigabyte GA X99-Gaming G1 WIFI,X99,2011v3,DDR4,
6950000,Mainboard Intel,Gigabyte,Gigabyte GA X99-SOC Force,X99,2011v3,DDR4,
5549000,Mainboard Intel,Gigabyte,Gigabyte GA-X99-Gaming 5P,X99,2011v3,DDR4,
0,Mainboard Intel,Gigabyte,Gigabyte GA-X99-SLI,X99,2011v3,DDR4,
0,Mainboard Intel,Gigabyte,Gigabyte GA-X99-UD4,X99,2011v3,DDR4,
0,Mainboard Intel,Gigabyte,Gigabyte GA-X99-Ultra Gaming,X99,2011v3,DDR4,
0,Mainboard Intel,MSI,MSI X99A GAMING 7,X99,2011v3,DDR4,
0,Mainboard Intel,MSI,MSI X99A GAMING PRO CARBON,X99,2011v3,DDR4,
0,Mainboard Intel,MSI,MSI X99A GODLIKE GAMING,X99,2011v3,DDR4,
0,Mainboard Intel,MSI,MSI X99A GODLIKE GAMING CARBON,X99,2011v3,DDR4,
6590000,Mainboard Intel,MSI,MSI X99A GODLIKE with LED RGB,X99,2011v3,DDR4,
6890000,Mainboard Intel,MSI,MSI X99A SLI PLUS  USB 3.1,X99,2011v3,DDR4,
2750000,Mainboard Intel,MSI,MSI X99S GAMING 9 AC,X99,2011v3,DDR4,
2990000,Mainboard Intel,MSI,MSI X99S MPOWER,X99,2011v3,DDR4,
3610000,Mainboard Intel,MSI,MSI X99S SLI PLUS,X99,2011v3,DDR4,
0,Mainboard Intel,MSI,MSI X99S XPOWER AC,X99,2011v3,DDR4,
4590000,Mainboard Intel,Asrock,Asrock E3V5 Performance Gaming / OC,C232,1151,DDR4,
2790000,Mainboard Intel,Asrock,Asrock E3V5 WS,C232,1151,DDR4,
3360000,Mainboard Intel,Asus,ASUS E3 PRO GAMING V5,C232,1151,DDR4,
3990000,Mainboard Intel,Asus,ASUS P8B-C/4L C202,C202,1155,DDR3,
0,Mainboard Intel,Asus,ASUS P8B-X,C202,1155,DDR3,
0,Mainboard Intel,Asus,ASUS P8C WS,C202,1155,DDR3,
0,Mainboard Intel,Asus,ASUS P9D WS,C226,1150,DDR3,
5390000,Mainboard Intel,Asus,ASUS P9D-C/4L,C226,1150,DDR3,
6590000,Mainboard Intel,Asus,ASUS P9D-X,C226,1150,DDR3,
2950000,Mainboard Intel,MSI,MSI C236A WORKSTATION,C236,1151,DDR4,
3458000,Mainboard Intel,MSI,MSI C236M WORKSTATION,C236,1151,DDR4,
10790000,Mainboard Intel,MSI,MSI E3 KRAIT GAMING V5 ,C236,1151,DDR4,
4999000,Mainboard Intel,MSI,MSI E3M WORKSTATION V5,C236,1151,DDR4,
8690000,Mainboard Intel,Asrock,Asrock E3V5 Performance Gaming / OC,C236,1151,DDR4,
4390000,Mainboard Intel,Asrock,Asrock E3V5 WS,C236,1151,DDR4,
4780000,Mainboard Intel,Asus,ASUS E3 PRO GAMING V5,C232,1151,DDR4,
3729000,Mainboard Intel,Gigabyte,Gigabyte GA-P81-D3,P81,1150,DDR3,
3750000,Mainboard Intel,MSI,MSI C236M WORKSTATION,C232,1151,DDR4,
6550000,Mainboard Intel,MSI,MSI E3 KRAIT GAMING V5 ,C232,1151,DDR4,
